file,refNum,cue,citation,currentCaseId,caseId,miranda,referenceUrl
"coa/2007/2007_05584.md","6","bare","People v Douglas, 4 NY3d 777, 779 [2005], citing People v Crimmins, 36 NY2d 230, 240-241 [1975]). In deciding whether the People have met their burd","2007_05584","2005_01264","https://miranda.jurisware.com/case/2005_01264/","[6] https://www.nycourts.gov/reporter/3dseries/2005/2005_01264.htm"
"coa/2007/2007_05584.md","7","bare","People v Goldstein, 6 NY3d 119, 129 [2005]).","2007_05584","2005_09654","https://miranda.jurisware.com/case/2005_09654/","[7] https://www.nycourts.gov/reporter/3dseries/2005/2005_09654.htm"
"coa/2007/2007_06583.md","3","see","generally People v Grant, 7 NY3d 421, 424 [2006]; People v Crimmins, 36 NY2d 230, 241-242 [1975]). Defendant's constitutional challenge to his adjudication","2007_06583","2006_07394","https://miranda.jurisware.com/case/2006_07394/","[3] https://www.nycourts.gov/reporter/3dseries/2006/2006_07394.htm"
"coa/2007/2007_06744.md","3","see","People v Louree, 8 NY3d 541 [2007]).","2007_06744","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[3] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2007/2007_06745.md","3","see","People v Louree, 8 NY3d 541 [2007]).","2007_06745","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[3] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2007/2007_07911.md","2","bare","People v LaValle (3 NY3d 88 [2004]), we held that the jury deadlock instruction under CPL 400.27 violates our State Constitution. Because a deadloc","2007_07911","2004_05484","https://miranda.jurisware.com/case/2004_05484/","[2] https://www.nycourts.gov/reporter/3dseries/2004/2004_05484.htm"
"coa/2007/2007_07911.md","12","bare","People v LaValle (3 NY3d 88 [2004]) that CPL 400.27 (10)'s deadlock jury instruction is unconstitutional, his death sentence must be vacated. We ag","2007_07911","2004_05484","https://miranda.jurisware.com/case/2004_05484/","[12] https://www.nycourts.gov/reporter/3dseries/2004/2004_05484.htm"
"coa/2007/2007_07911.md","13","bare","People v Cahill (2 NY3d 14 [2003]), where the defendant argued that the instruction coerced jurors to vote for death because that was more palatab","2007_07911","2003_18881","https://miranda.jurisware.com/case/2003_18881/","[13] https://www.nycourts.gov/reporter/3dseries/2003/2003_18881.htm"
"coa/2007/2007_07911.md","30","bare","People v LaValle (3 NY3d 88 [2004]).","2007_07911","2004_05484","https://miranda.jurisware.com/case/2004_05484/","[30] https://www.nycourts.gov/reporter/3dseries/2004/2004_05484.htm"
"coa/2007/2007_07911.md","31","bare","cf. Hernandez v Robles, 7 NY3d 338 [2006]). I continue to think LaValle was an unjustified interference with legislative authority. But, as I pointed out","2007_07911","2006_05239","https://miranda.jurisware.com/case/2006_05239/","[31] https://www.nycourts.gov/reporter/3dseries/2006/2006_05239.htm"
"coa/2007/2007_07911.md","32","bare","People v LaValle (3 NY3d 88 [2004]), the death sentence was vacated because the trial judge gave a coercive deadlock instruction to the jury. But n","2007_07911","2004_05484","https://miranda.jurisware.com/case/2004_05484/","[32] https://www.nycourts.gov/reporter/3dseries/2004/2004_05484.htm"
"coa/2007/2007_07911.md","65","see","e.g. People v Rosas, 8 NY3d 493, 498 [2007] [consecutive sentences not appropriate for double murder during the same transaction]; Penal Law § 125.27 [","2007_07911","2007_03957","https://miranda.jurisware.com/case/2007_03957/","[65] https://www.nycourts.gov/reporter/3dseries/2007/2007_03957.htm"
"coa/2007/2007_07911.md","70","see also","People v Barton, 8 NY3d 70, 75-76 [2006] [discussing test for First Amendment overbreadth review]). This is not an overbreadth case.","2007_07911","2006_09499","https://miranda.jurisware.com/case/2006_09499/","[70] https://www.nycourts.gov/reporter/3dseries/2006/2006_09499.htm"
"coa/2007/2007_07911.md","76","bare","People v Cahill (2 NY3d 14 [2003]) were single-victim first-degree murderers. A noncoercive deadlock charge was not possible in these two cases in","2007_07911","2003_18881","https://miranda.jurisware.com/case/2003_18881/","[76] https://www.nycourts.gov/reporter/3dseries/2003/2003_18881.htm"
"coa/2007/2007_08779.md","3","bare","People v Vega, 7 NY3d 890, 891 [2006], citing [4]People v Romero, 7 NY3d 633, 645-646 [2006]).","2007_08779","2006_08642","https://miranda.jurisware.com/case/2006_08642/","[3] https://www.nycourts.gov/reporter/3dseries/2006/2006_08642.htm"
"coa/2007/2007_08782.md","3","bare","People v Catu (4 NY3d 242, 245 [2005]), ""[b]ecause a defendant pleading guilty to a determinate sentence must be aware of the postrelease supervi","2007_08782","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[3] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2007/2007_08782.md","5","bare","People v Van Deusen (7 NY3d 744 [2006]), defendant pleaded guilty, and the trial court promised a determinate sentencing range of between 5 to 15 years","2007_08782","2006_05154","https://miranda.jurisware.com/case/2006_05154/","[5] https://www.nycourts.gov/reporter/3dseries/2006/2006_05154.htm"
"coa/2007/2007_08782.md","6","bare","People v Louree (8 NY3d 541, 545 [2007]), we held it ""irrelevant that the prison sentence added to postrelease supervision is within the range of p","2007_08782","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[6] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2007/2007_08782.md","8","bare","People v Catu (4 NY3d 242 [2005]) and [9]People v Van Deusen (7 NY3d 744 [2006]), specific performance was not a viable option, so this Court had","2007_08782","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[8] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2007/2007_08782.md","10","bare","People v Louree (8 NY3d 541 [2007]), the sole issue before this Court was whether the defendant was required to preserve for appellate review his c","2007_08782","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[10] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2007/2007_09812.md","9","bare","Matter of Taub v Altman (3 NY3d 30 [2004]) that there is no venue in this kind of case. The logic undergirding Taub and our earlier decisions in Matter of","2007_09812","2004_05763","https://miranda.jurisware.com/case/2004_05763/","[9] https://www.nycourts.gov/reporter/3dseries/2004/2004_05763.htm"
"coa/2007/2007_09814.md","4","bare","People v Romero, 7 NY3d 633, 636 [2006]; see Karger, [*4]Powers of the New York Court of Appeals § 13:7, at 473 [3d ed rev]). Thus, a defendant wil","2007_09814","2006_08640","https://miranda.jurisware.com/case/2006_08640/","[4] https://www.nycourts.gov/reporter/3dseries/2006/2006_08640.htm"
"coa/2007/2007_09814.md","5","see","e.g. People v Cahill, 2 NY3d 14, 62 [2003] [a capital case where we concluded that the witness-elimination murder charge was legally sufficient but aga","2007_09814","2003_18881","https://miranda.jurisware.com/case/2003_18881/","[5] https://www.nycourts.gov/reporter/3dseries/2003/2003_18881.htm"
"coa/2007/2007_09903.md","7","see","e.g. People v Gillian, 8 NY3d 85, 88 [2006]); the privilege against self-incrimination (see e.g. People v Lee, 58 NY2d 491, 494 [1983]); the right to te","2007_09903","2006_09662","https://miranda.jurisware.com/case/2006_09662/","[7] https://www.nycourts.gov/reporter/3dseries/2006/2006_09662.htm"
"coa/2007/2007_09903.md","8","see","e.g. People v Henriquez, 3 NY3d 210, 217 [2004]); the right to be free from unreasonable searches and seizures (see generally People v Esajerre, 35 NY2d 46","2007_09903","2004_07407","https://miranda.jurisware.com/case/2004_07407/","[8] https://www.nycourts.gov/reporter/3dseries/2004/2004_07407.htm"
"coa/2007/2007_09903.md","9","see","e.g. People v Velasquez, 1 NY3d 44, 48 [2003]). After a defendant enters a knowing, voluntary and intelligent [*9]waiver of any of these rights, that choi","2007_09903","2003_17709","https://miranda.jurisware.com/case/2003_17709/","[9] https://www.nycourts.gov/reporter/3dseries/2003/2003_17709.htm"
"coa/2008/2008_01033.md","3","see","People v Louree, 8 NY3d 541 [2007]).","2008_01033","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[3] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2008/2008_01420.md","8","bare","People v Rivera (5 NY3d 61 [2005]).","2008_01420","2005_04614","https://miranda.jurisware.com/case/2005_04614/","[8] https://www.nycourts.gov/reporter/3dseries/2005/2005_04614.htm"
"coa/2008/2008_01420.md","13","see","People v Nieves-Andino, 9 NY3d 12, 15 [2007] [officer's ""primary purpose"" in questioning victim was to ""prevent( ) further harm,"" not to gather facts of","2008_01420","2007_05584","https://miranda.jurisware.com/case/2007_05584/","[13] https://www.nycourts.gov/reporter/3dseries/2007/2007_05584.htm"
"coa/2008/2008_01420.md","14","bare","People v Bradley, 8 NY3d 124, 128 [2006]; [15]People v Pacer, 6 NY3d 504, 510 [2006]; [16]People v Goldstein, 6 NY3d 119, 123-124, 129 [2005], cert","2008_01420","2006_09501","https://miranda.jurisware.com/case/2006_09501/","[14] https://www.nycourts.gov/reporter/3dseries/2006/2006_09501.htm"
"coa/2008/2008_01420.md","23","see","e.g. People v Freycinet, 41 AD3d 731, 731 [2d Dept 2007], lv granted 9 NY3d 922 [2007] [dissecting ""non-opinion portion"" of autopsy report, holding it was ""nontestimonial in nature"" and admissible as","2008_01420","2007_05522","https://miranda.jurisware.com/case/2007_05522/","[23] https://www.nycourts.gov/reporter/3dseries/2007/2007_05522.htm"
"coa/2008/2008_01420.md","27","see also","People v Rivera, 5 NY3d 61 [2005], cert denied 546 US 984 [2005]; People v Rosen, 96 NY2d 329 [2001], cert denied 534 US 899 [2001]). Defendant's","2008_01420","2005_04614","https://miranda.jurisware.com/case/2005_04614/","[27] https://www.nycourts.gov/reporter/3dseries/2005/2005_04614.htm"
"coa/2008/2008_01420.md","28","bare","People v Pacer, 6 NY3d 504, 510 [2006] [remarking that ""(t)he Crawford court concluded that business records would not have been considered testim","2008_01420","2006_02291","https://miranda.jurisware.com/case/2006_02291/","[28] https://www.nycourts.gov/reporter/3dseries/2006/2006_02291.htm"
"coa/2008/2008_01421.md","9","see","People v Rivera, 5 NY3d 61 [2005]; see also United States v Johnson, 440 F3d 832, 848 [6th Cir 2006] [""Common sense dictates that these facts are","2008_01421","2005_04614","https://miranda.jurisware.com/case/2005_04614/","[9] https://www.nycourts.gov/reporter/3dseries/2005/2005_04614.htm"
"coa/2008/2008_02500.md","4","bare","People v Paulman (5 NY3d 122 [2005]), held that there was ""no need to determine whether the pre- and post-Miranda sessions were part of a 'single co","2008_02500","2005_05452","https://miranda.jurisware.com/case/2005_05452/","[4] https://www.nycourts.gov/reporter/3dseries/2005/2005_05452.htm"
"coa/2008/2008_02500.md","5","bare","People v Paulman, 5 NY3d 122, 130 [2005]). The factors to be considered in determining whether there is a ""single continuous chain of events"" includ","2008_02500","2005_05452","https://miranda.jurisware.com/case/2005_05452/","[5] https://www.nycourts.gov/reporter/3dseries/2005/2005_05452.htm"
"coa/2008/2008_03946.md","9","bare","People v Catu (4 NY3d 242 [2005]) and its progeny, the failure to inform him of the PRS term would permit vacatur of his plea. But he expressly d","2008_03946","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[9] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2008/2008_03946.md","11","see","People v Catu, 4 NY3d 242, 244 [2005]; [12]People v Van Deusen, 7 NY3d 744, 746 [2006]; [13]People v Louree, 8 NY3d 541, 545 [2007]; [14]People v","2008_03946","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[11] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2008/2008_03946.md","23","see","People v Hill, 9 NY3d 189, 192 [2007]).","2008_03946","2007_08782","https://miranda.jurisware.com/case/2007_08782/","[23] https://www.nycourts.gov/reporter/3dseries/2007/2007_08782.htm"
"coa/2008/2008_03994.md","4","bare","People v Conway (6 NY3d 869 [2006]). There, we explained that","2008_03994","2006_03470","https://miranda.jurisware.com/case/2006_03470/","[4] https://www.nycourts.gov/reporter/3dseries/2006/2006_03470.htm"
"coa/2008/2008_03994.md","9","bare","People v Danielson, 9 NY3d 342, 349 [2007] [internal quotation marks and citation omitted]). A sufficiency inquiry obligates a court ""to marshal compe","2008_03994","2007_09814","https://miranda.jurisware.com/case/2007_09814/","[9] https://www.nycourts.gov/reporter/3dseries/2007/2007_09814.htm"
"coa/2008/2008_03994.md","10","bare","People v Conway, 6 NY3d 869, 872 [2006] [internal quotation marks and citation omitted]), beyond what the majority characterizes as a mere ""failure","2008_03994","2006_03470","https://miranda.jurisware.com/case/2006_03470/","[10] https://www.nycourts.gov/reporter/3dseries/2006/2006_03470.htm"
"coa/2008/2008_04184.md","7","bare","People v Drake, 7 NY3d 28, 33 [2006], quoting People v Ladd, 89 NY2d 893, 895 [1996]). Thus, a reviewing court must ""read the instruction as a wh","2008_04184","2006_03620","https://miranda.jurisware.com/case/2006_03620/","[7] https://www.nycourts.gov/reporter/3dseries/2006/2006_03620.htm"
"coa/2008/2008_04902.md","4","bare","People v Danielson (9 NY3d 342 [2007]), a case decided after the Appellate Division's decision here, we explored the requisites for sufficiency and we","2008_04902","2007_09814","https://miranda.jurisware.com/case/2007_09814/","[4] https://www.nycourts.gov/reporter/3dseries/2007/2007_09814.htm"
"coa/2008/2008_04902.md","5","bare","People v Romero, 7 NY3d 633 [2006]). Accordingly, here, as in People v Pasley (the companion case to Danielson), we remit to the Appellate Division","2008_04902","2006_08640","https://miranda.jurisware.com/case/2006_08640/","[5] https://www.nycourts.gov/reporter/3dseries/2006/2006_08640.htm"
"coa/2008/2008_05301.md","7","bare","accord Friedman v Connecticut Gen. Life Ins. Co., 9 NY3d 105, 115 [2007]). And, based on the prison contraband provisions' legislative history, we need not do so here ([8]see Peopl","2008_05301","2007_07771","https://miranda.jurisware.com/case/2007_07771/","[7] https://www.nycourts.gov/reporter/3dseries/2007/2007_07771.htm"
"coa/2008/2008_05301.md","16","see","People v Stanley, 19 AD3d 1152, 1153 [4th Dept 2005], lv denied 5 NY3d 856 [2005]; [17]People v Brown, 2 AD3d 1216, 1217-1218 [3d Dept 2003], lv denied 3 NY3d 637 [2004]). If the contraband at i","2008_05301","2005_04897","https://miranda.jurisware.com/case/2005_04897/","[16] https://www.nycourts.gov/reporter/3dseries/2005/2005_04897.htm"
"coa/2008/2008_05355.md","3","see","People v White, 10 NY3d 286, 291-292 [2008]). Consequently, the courts below correctly concluded that the statements were admissible.","2008_05355","2008_02500","https://miranda.jurisware.com/case/2008_02500/","[3] https://www.nycourts.gov/reporter/3dseries/2008/2008_02500.htm"
"coa/2008/2008_05768.md","3","bare","People v Duggins, 3 NY3d 522, 528 [2004] [internal quotation marks and citations omitted] [construing phrase ""criminal transaction"" in Penal Law § 1","2008_05768","2004_08981","https://miranda.jurisware.com/case/2004_08981/","[3] https://www.nycourts.gov/reporter/3dseries/2004/2004_08981.htm"
"coa/2008/2008_05770.md","7","see","e.g. People v Litto, 8 NY3d 692, 705 [2007]). Rather, in this context, the Attorney General's role as a member of the executive branch heightens our co","2008_05770","2007_05582","https://miranda.jurisware.com/case/2007_05582/","[7] https://www.nycourts.gov/reporter/3dseries/2007/2007_05582.htm"
"coa/2008/2008_05776.md","3","bare","People v Rawlins (10 NY3d 136 [2008]), we considered whether fingerprint comparison reports and the report of a DNA technician were ""testimonial"" evi","2008_05776","2008_01420","https://miranda.jurisware.com/case/2008_01420/","[3] https://www.nycourts.gov/reporter/3dseries/2008/2008_01420.htm"
"coa/2008/2008_07759.md","15","see","People v Nieves, 2 NY3d 310, 315 [2004]). We affirm Supreme Court's discretionary determination that Tyco met its burden of establishing the absenc","2008_07759","2004_03707","https://miranda.jurisware.com/case/2004_03707/","[15] https://www.nycourts.gov/reporter/3dseries/2004/2004_03707.htm"
"coa/2008/2008_07759.md","31","bare","accord Matter of Nassau County Grand Jury Subpoena Duces Tecum Dated June 24, 2003, 4 NY3d 665, 679 n 11 [2005]). Here, however, no such review was necessary because defendants failed to meet the statutory criteria","2008_07759","2005_03582","https://miranda.jurisware.com/case/2005_03582/","[31] https://www.nycourts.gov/reporter/3dseries/2005/2005_03582.htm"
"coa/2008/2008_07948.md","3","bare","People v Cahill (2 NY3d 14 [2003]). Defendant reads Cahill too broadly.","2008_07948","2003_18881","https://miranda.jurisware.com/case/2003_18881/","[3] https://www.nycourts.gov/reporter/3dseries/2003/2003_18881.htm"
"coa/2008/2008_09007.md","4","see","e.g. People v Lewis, 2 NY3d 224 [2004]; Berroa, 99 NY2d 134 [2002]). Regardless of the circumstances, in our prior cases the potential conflicts of int","2008_09007","2004_02514","https://miranda.jurisware.com/case/2004_02514/","[4] https://www.nycourts.gov/reporter/3dseries/2004/2004_02514.htm"
"coa/2008/2008_09007.md","5","bare","People v Stultz, 2 NY3d 277, 283-284 [2004]).","2008_09007","2004_03511","https://miranda.jurisware.com/case/2004_03511/","[5] https://www.nycourts.gov/reporter/3dseries/2004/2004_03511.htm"
"coa/2008/2008_09247.md","3","bare","Matter of North v Board of Examiners of Sex Offenders of State of N.Y., 8 NY3d 745, 748 [2007]); and the United States Supreme Court, in a case [*4]involving New York child pornography statutes, has ref","2008_09247","2007_05781","https://miranda.jurisware.com/case/2007_05781/","[3] https://www.nycourts.gov/reporter/3dseries/2007/2007_05781.htm"
"coa/2008/2008_09249.md","5","see","People v Danielson, 9 NY3d 342, 349 [2007]), we disagree.","2008_09249","2007_09814","https://miranda.jurisware.com/case/2007_09814/","[5] https://www.nycourts.gov/reporter/3dseries/2007/2007_09814.htm"
"coa/2008/2008_09249.md","6","see","People v Paulman, 5 NY3d 122, 129 [2005]). Here, record evidence supports the Appellate Division's conclusion that the police engaged in threshold q","2008_09249","2005_05452","https://miranda.jurisware.com/case/2005_05452/","[6] https://www.nycourts.gov/reporter/3dseries/2005/2005_05452.htm"
"coa/2008/2008_09253.md","3","bare","People v Feingold (7 NY3d 288 [2006]), we conclude that it was not and affirm the Appellate Division's reduction of defendant's conviction to manslau","2008_09253","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[3] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2008/2008_09253.md","4","bare","People v Feingold (7 NY3d 288 [2006]), he was entitled to a dismissal of that charge. In Feingold, this Court overruled Register and held that ""depra","2008_09253","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[4] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2008/2008_09253.md","5","see","e.g. People v Dickerson, 42 AD3d 228 [1st Dept 2007], lv denied 9 NY3d 960 [2007]; [6]People v Ziminski, 34 AD3d 507 [2d Dept 2006]; [7]People v George, 43 AD3d 560 [3d Dept 2007], affd 11 NY3d","2008_09253","2007_04718","https://miranda.jurisware.com/case/2007_04718/","[5] https://www.nycourts.gov/reporter/3dseries/2007/2007_04718.htm"
"coa/2008/2008_09253.md","8","bare","People v Garrison, 39 AD3d 1138 [4th Dept 2007], lv denied 9 NY3d 844 [2007]).","2008_09253","2007_03367","https://miranda.jurisware.com/case/2007_03367/","[8] https://www.nycourts.gov/reporter/3dseries/2007/2007_03367.htm"
"coa/2008/2008_09253.md","9","bare","Policano v Herbert (7 NY3d 588 [2006]) in urging that this Court should not apply the existing depraved indifference murder law to defendants challeng","2008_09253","2006_08284","https://miranda.jurisware.com/case/2006_08284/","[9] https://www.nycourts.gov/reporter/3dseries/2006/2006_08284.htm"
"coa/2008/2008_09254.md","7","bare","People v Prado, 4 NY3d 725, 726 [2004]). The preserved issue, however, lacks merit. While defendant argues that the conviction is legally insuffic","2008_09254","2004_09322","https://miranda.jurisware.com/case/2004_09322/","[7] https://www.nycourts.gov/reporter/3dseries/2004/2004_09322.htm"
"coa/2008/2008_09433.md","4","bare","People v Rivera, 5 NY3d 61 [2005]). Supreme Court may, however, in the exercise of its discretion, consider resentencing as to the two remaining c","2008_09433","2005_04614","https://miranda.jurisware.com/case/2005_04614/","[4] https://www.nycourts.gov/reporter/3dseries/2005/2005_04614.htm"
"coa/2008/2008_09854.md","5","bare","People v Bautista (26 AD3d 230 [1st Dept 2006], appeal dismissed 7 NY3d 838 [2006] [dismissing appeal on jurisdictional grounds after leave had been granted]). In a decision and order dated Janua","2008_09854","2006_01222","https://miranda.jurisware.com/case/2006_01222/","[5] https://www.nycourts.gov/reporter/3dseries/2006/2006_01222.htm"
"coa/2008/2008_09854.md","6","bare","People v Parris, 35 AD3d 891 [2d Dept 2006], lv denied 6 NY3d 851 [2006]; [7]People v Thomas, 35 AD3d 895 [3d Dept 2006]) because—unlike the defendants in [*3]those cases—Mills had serv","2008_09854","2006_10110","https://miranda.jurisware.com/case/2006_10110/","[6] https://www.nycourts.gov/reporter/3dseries/2006/2006_10110.htm"
"coa/2008/2008_09854.md","17","see","People v Hardy, 49 AD3d 779, 779-780 [2d Dept 2008]; [18]People v McCloud, 38 AD3d 1056, 1057 [3d Dept 2007], lv dismissed 8 NY3d 947 [2007]; [19]People v Hernandez, 46 AD3d 1425, 1426 [4th Dept 2007], lv dismissed 9 NY3d 1034 [2008]).","2008_09854","2008_02615","https://miranda.jurisware.com/case/2008_02615/","[17] https://www.nycourts.gov/reporter/3dseries/2008/2008_02615.htm"
"coa/2008/2008_09856.md","6","bare","People v Jean-Baptiste (11 NY3d 539 [2008]) does not warrant a different result. There, defendant's motion to dismiss for legal insufficiency—which related","2008_09856","2008_09253","https://miranda.jurisware.com/case/2008_09253/","[6] https://www.nycourts.gov/reporter/3dseries/2008/2008_09253.htm"
"coa/2008/2008_09856.md","7","see","People v [*4]Hawkins, 11 NY3d 484 [2008]).","2008_09856","2008_09254","https://miranda.jurisware.com/case/2008_09254/","[7] https://www.nycourts.gov/reporter/3dseries/2008/2008_09254.htm"
"coa/2008/2008_09856.md","9","bare","People v Jean-Baptiste (11 NY3d 539 [2008]), a case recently decided by this Court. In Jean-Baptiste, we noted (at 544) that","2008_09856","2008_09253","https://miranda.jurisware.com/case/2008_09253/","[9] https://www.nycourts.gov/reporter/3dseries/2008/2008_09253.htm"
"coa/2008/2008_09856.md","10","bare","People v Feingold (7 NY3d 288, 294 [2006]), which overruled People v Register (60 NY2d 270 [1983]) and held that 'depraved indifference to human life","2008_09856","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[10] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2008/2008_09864.md","3","see","People v Sparber, 10 NY3d 457, 469-471 [2008]). We have considered defendant's remaining arguments, concerning the propriety of his arrest, and concl","2008_09864","2008_03946","https://miranda.jurisware.com/case/2008_03946/","[3] https://www.nycourts.gov/reporter/3dseries/2008/2008_03946.htm"
"coa/2009/2009_01065.md","4","see","People v Resek, 3 NY3d 385, 389 [2004]; People v Till, 87 NY2d 835, 837 [1995]). We cannot say that the trial court abused its discretion when it","2009_01065","2004_08595","https://miranda.jurisware.com/case/2004_08595/","[4] https://www.nycourts.gov/reporter/3dseries/2004/2004_08595.htm"
"coa/2009/2009_01067.md","4","bare","Matter of Garner v New York State Dept. of Correctional Servs. (10 NY3d 358 [2008]), in which we held that, where a court omits to impose a required term of postrelease supervision (PRS), the err","2009_01067","2008_03947","https://miranda.jurisware.com/case/2008_03947/","[4] https://www.nycourts.gov/reporter/3dseries/2008/2008_03947.htm"
"coa/2009/2009_01070.md","3","see","People v Hall, 10 NY3d 303, 311 [2008]).","2009_01070","2008_02676","https://miranda.jurisware.com/case/2008_02676/","[3] https://www.nycourts.gov/reporter/3dseries/2008/2008_02676.htm"
"coa/2009/2009_01156.md","10","see","People v Johnson, 11 NY3d 416 [2008]), but argues that the courts below abused their discretion in not departing from the guideline level, since the","2009_01156","2008_09247","https://miranda.jurisware.com/case/2008_09247/","[10] https://www.nycourts.gov/reporter/3dseries/2008/2008_09247.htm"
"coa/2009/2009_01242.md","3","bare","People v Sparber (10 NY3d 457 [2008]). We now hold that the mandatory surcharge and crime victim assistance fee mandated by Penal Law § 60.35 (1) are","2009_01242","2008_03946","https://miranda.jurisware.com/case/2008_03946/","[3] https://www.nycourts.gov/reporter/3dseries/2008/2008_03946.htm"
"coa/2009/2009_01242.md","4","bare","People v Nieves (2 NY3d 310 [2004]) come into play.","2009_01242","2004_03707","https://miranda.jurisware.com/case/2004_03707/","[4] https://www.nycourts.gov/reporter/3dseries/2004/2004_03707.htm"
"coa/2009/2009_01246.md","3","see","People v Guerrero, 12 NY3d 45 [2009] [decided today]).","2009_01246","2009_01242","https://miranda.jurisware.com/case/2009_01242/","[3] https://www.nycourts.gov/reporter/3dseries/2009/2009_01242.htm"
